Temperature,Humidity,Wind Speed,Precipitation (%),Weather Type,Atmospheric Pressure,UV Index,Season,Visibility (km),Cloud Cover
52,71,5.5,84,Sunny,1024.3,0,Autumn,14,clear
-8,84,4.5,89,Snowy,988.37,0,Winter,2.5,overcast
-1,93,9,87,Snowy,988.03,0,Winter,1.5,overcast
26,76,2,29,Cloudy,1002.25,2,Winter,8.5,overcast
20,83,19.5,105,Cloudy,1017.36,12,Winter,7.5,overcast
30,39,9.5,13,Sunny,1029.82,9,Winter,8.5,clear
10,62,0.5,11,Cloudy,1003.14,1,Winter,9,partly cloudy
34,53,5,35,Cloudy,1014.46,3,Spring,7.5,overcast
43,57,3.5,19,Sunny,1022.05,11,Winter,8.5,clear
-10,78,1,54,Snowy,982.69,0,Winter,1.5,overcast
23,96,15.5,70,Rainy,995.98,3,Autumn,2,overcast
-2,74,3,74,Snowy,982.42,0,Winter,2.5,overcast
29,53,2,38,Cloudy,1003.58,4,Summer,7.5,overcast
25,98,15.5,61,Rainy,1015.99,0,Summer,4.5,overcast
23,36,4.5,13,Sunny,1016.94,6,Winter,8.5,clear
2,81,17.5,72,Snowy,985.6,0,Winter,4,overcast
22,76,1.5,11,Cloudy,1014.14,4,Spring,7.5,partly cloudy
21,77,5.5,54,Rainy,1046.14,6,Winter,8,partly cloudy
30,74,0.5,14,Cloudy,1007.28,2,Autumn,5.5,partly cloudy
-7,106,15,76,Snowy,998.14,11,Winter,0.5,overcast
30,25,9.5,64,Snowy,1022.32,3,Winter,12,partly cloudy
30,70,18,96,Rainy,1000.41,0,Winter,3.5,overcast
43,41,1,9,Sunny,1011.95,5,Autumn,6,clear
-6,75,2,69,Snowy,995.31,0,Winter,1,overcast
14,78,21.5,107,Rainy,1002.57,10,Winter,3,overcast
29,52,6,39,Cloudy,1017.31,4,Summer,8.5,partly cloudy
-10,64,9.5,50,Snowy,992.45,1,Winter,3.5,overcast
-17,102,27,107,Snowy,985.77,7,Winter,2.5,overcast
-10,61,2.5,87,Snowy,987.03,1,Winter,2,partly cloudy
30,72,14,95,Sunny,1028.89,7,Summer,4.5,partly cloudy
17,77,3,77,Rainy,858.32,0,Summer,10.5,overcast
-4,69,10,74,Snowy,983.92,1,Winter,4.5,overcast
40,25,8.5,8,Sunny,1012.12,10,Autumn,5.5,clear
-4,66,20,70,Snowy,981.78,1,Winter,4.5,partly cloudy
19,63,12.5,49,Cloudy,1009.04,3,Spring,7,partly cloudy
26,51,9,7,Sunny,1023.87,9,Spring,8,partly cloudy
43,69,2,7,Sunny,1011.13,11,Spring,5.5,partly cloudy
31,95,32.5,108,Cloudy,1006.46,14,Summer,4,partly cloudy
-3,65,10,81,Snowy,997.43,1,Winter,1,overcast
31,96,9,81,Rainy,1019.95,2,Spring,3.5,overcast
32,103,18.5,72,Rainy,1018.76,8,Winter,2.5,overcast
24,39,7.5,18,Sunny,1011.64,7,Summer,8.5,clear
12,67,3,47,Cloudy,1007.6,2,Spring,7.5,overcast
24,91,14,97,Rainy,993.37,0,Autumn,2,overcast
-5,85,18.5,79,Snowy,984.67,12,Winter,2,overcast
-4,63,8.5,55,Snowy,985.2,1,Winter,2.5,overcast
25,23,9.5,18,Sunny,1023.26,5,Autumn,5,partly cloudy
12,83,15.5,64,Rainy,1008.83,3,Autumn,3.5,overcast
-4,70,0.5,54,Snowy,991.22,0,Winter,2.5,overcast
73,75,14,100,Sunny,1010.41,14,Spring,6,clear
25,53,10.5,46,Cloudy,1012.51,2,Spring,8,partly cloudy
24,74,10,44,Cloudy,1016.26,4,Spring,6,partly cloudy
29,84,12.5,94,Rainy,1003.01,0,Autumn,3,partly cloudy
-6,80,19,71,Snowy,988.46,0,Winter,1,overcast
13,69,15,93,Rainy,994.69,1,Autumn,2.5,overcast
10,72,13.5,40,Cloudy,1018.15,2,Summer,9,partly cloudy
-9,80,8,89,Snowy,984.2,1,Winter,2.5,partly cloudy
40,108,13,81,Sunny,1010.74,11,Summer,12.5,clear
27,77,13,71,Rainy,990.87,1,Autumn,2,overcast
-9,65,4,86,Snowy,980.51,0,Winter,2.5,overcast
28,52,9.5,8,Sunny,1021.02,8,Autumn,9.5,clear
-17,47,4.5,73,Cloudy,841.01,14,Spring,10.5,partly cloudy
35,53,4,17,Sunny,1015.11,7,Winter,7.5,clear
28,62,17.5,67,Rainy,1009.83,1,Autumn,3,overcast
18,68,4,66,Snowy,1066.11,11,Summer,11,cloudy
-1,83,19.5,76,Snowy,983.94,0,Winter,1,overcast
2,84,1.5,70,Snowy,995.9,0,Winter,3,overcast
38,38,7,0,Sunny,1017.61,11,Autumn,8.5,clear
41,88,2,92,Sunny,1022.1,13,Spring,5.5,clear
12,62,10,43,Cloudy,1008.86,3,Winter,8,partly cloudy
27,109,8,104,Sunny,1019.52,0,Summer,12,clear
44,40,5,11,Sunny,1027.78,11,Spring,7.5,clear
27,33,8,45,Cloudy,1092.59,11,Winter,12.5,partly cloudy
14,67,19,65,Rainy,1001.92,2,Autumn,3.5,overcast
-4,80,17.5,74,Snowy,985.36,1,Winter,3,overcast
29,69,10.5,44,Cloudy,1001.44,2,Winter,8,overcast
17,50,5,34,Cloudy,1002.97,1,Autumn,6.5,overcast
32,77,17,85,Rainy,1015.48,3,Spring,1.5,overcast
26,71,17,92,Rainy,1006.12,3,Summer,4,overcast
11,98,14.5,71,Rainy,1001.14,2,Winter,4,overcast
29,58,8.5,13,Sunny,1013.44,5,Spring,7.5,clear
-3,79,7.5,98,Snowy,993.12,1,Winter,3,overcast
17,67,0.5,34,Cloudy,1015.1,1,Winter,8,partly cloudy
37,59,5,9,Sunny,1013.31,9,Winter,6,partly cloudy
-2,84,19,50,Snowy,994.43,1,Winter,4,overcast
29,71,16,86,Rainy,1007.09,1,Summer,2,overcast
33,72,13.5,48,Cloudy,1013.67,2,Spring,8,overcast
31,85,9,83,Rainy,1001.15,0,Summer,4,overcast
-20,55,4.5,97,Cloudy,1180.94,12,Winter,17.5,partly cloudy
3,90,3,68,Snowy,995.75,0,Winter,4.5,overcast
14,70,12,90,Rainy,1017.79,2,Winter,2,partly cloudy
-5,72,10.5,79,Snowy,989.11,6,Winter,1.5,overcast
37,25,5,17,Sunny,1010.47,11,Summer,6,clear
20,56,0.5,38,Cloudy,1007.18,1,Autumn,7,partly cloudy
-16,58,4.5,20,Cloudy,1055.47,10,Autumn,13,overcast
53,90,12.5,77,Rainy,998.02,6,Summer,2,overcast
1,94,3.5,98,Snowy,995.67,1,Winter,4,partly cloudy
29,86,7.5,72,Rainy,990.49,0,Autumn,2.5,overcast
46,21,5.5,57,Sunny,1139.02,0,Winter,7.5,overcast
12,79,7,33,Cloudy,1013,4,Autumn,8,overcast
1,60,10.5,69,Sunny,869.71,0,Winter,19,overcast
41,66,7,18,Sunny,1016.16,5,Summer,8,partly cloudy
34,73,3.5,27,Cloudy,1013.02,4,Spring,7.5,partly cloudy
39,59,2.5,16,Sunny,1029.61,7,Winter,6.5,partly cloudy
20,53,3.5,17,Sunny,1028.24,5,Autumn,7,partly cloudy
48,74,15,72,Rainy,925.56,4,Spring,2.5,overcast
-3,93,1,60,Snowy,986.62,0,Winter,3,overcast
-17,59,12,57,Snowy,995.13,13,Winter,5,partly cloudy
15,78,7,56,Rainy,1001.16,1,Autumn,4,partly cloudy
21,64,20,67,Rainy,1019.44,1,Autumn,2.5,partly cloudy
43,59,1.5,5,Sunny,1012.11,10,Autumn,6,clear
15,74,0.5,14,Cloudy,1010.49,2,Autumn,7,partly cloudy
-8,87,19.5,60,Snowy,996.69,0,Winter,4,partly cloudy
16,68,13,32,Cloudy,1009.79,3,Winter,8,partly cloudy
7,65,15,83,Sunny,1099.14,9,Summer,11,overcast
20,51,6,1,Sunny,1028.24,11,Winter,7.5,partly cloudy
17,55,4.5,25,Cloudy,1019.24,4,Spring,9,partly cloudy
37,20,3.5,5,Sunny,1016.37,8,Winter,7,clear
15,88,27,71,Cloudy,1018.77,5,Winter,9.5,partly cloudy
2,72,11.5,52,Snowy,991.57,0,Winter,2,overcast
32,24,6.5,15,Sunny,1011.47,10,Summer,10,partly cloudy
4,77,14,74,Snowy,998.76,1,Winter,2,overcast
30,46,3.5,66,Sunny,932.65,12,Summer,16.5,partly cloudy
19,25,7,71,Rainy,806.42,13,Winter,3.5,overcast
30,43,9,2,Sunny,1027.38,11,Spring,7.5,partly cloudy
24,68,7,37,Cloudy,1003.7,1,Winter,5,partly cloudy
31,69,3,28,Cloudy,1009.47,2,Winter,5,partly cloudy
10,60,0,18,Cloudy,1001.58,3,Autumn,7.5,overcast
19,60,11,18,Cloudy,1013.28,1,Winter,5,partly cloudy
24,47,9.5,9,Sunny,1010.26,9,Spring,8.5,partly cloudy
2,99,12,76,Snowy,984.42,0,Winter,3.5,overcast
30,39,9,3,Sunny,1020.46,10,Autumn,7.5,clear
30,58,10.5,22,Sunny,983.01,12,Summer,1,partly cloudy
1,81,20,60,Snowy,987.25,0,Winter,1,overcast
12,37,1,89,Rainy,1061.56,9,Autumn,4,cloudy
22,86,18,76,Rainy,1018.21,3,Autumn,1,partly cloudy
-12,35,9.5,26,Sunny,941.76,10,Spring,9.5,cloudy
28,68,5.5,67,Cloudy,932.32,2,Spring,11.5,partly cloudy
19,61,7.5,72,Rainy,1000.13,0,Spring,4,overcast
25,88,6,72,Rainy,993.38,0,Winter,4,overcast
22,30,3.5,14,Sunny,1013.31,10,Autumn,7.5,clear
-5,79,17,82,Snowy,989.79,1,Winter,4.5,overcast
32,57,9,8,Sunny,1028.8,11,Spring,8,clear
0,90,1,97,Snowy,982.99,1,Winter,2.5,overcast
16,74,20,105,Rainy,1015.94,2,Summer,6,overcast
36,26,13.5,73,Snowy,924.1,7,Winter,16.5,cloudy
45,75,8.5,77,Sunny,1012.31,14,Summer,3.5,clear
21,27,3,5,Sunny,1011.02,10,Summer,7.5,clear
11,55,7.5,48,Cloudy,1004.88,4,Winter,7.5,overcast
27,62,0,6,Sunny,1016.89,6,Summer,8.5,clear
19,70,14.5,41,Cloudy,1010.39,4,Winter,7.5,partly cloudy
13,94,5.5,99,Rainy,1006.07,2,Winter,2,partly cloudy
-3,106,42,74,Snowy,994.83,9,Winter,1,overcast
102,99,2,76,Sunny,1012.16,0,Winter,8,clear
4,93,17,50,Snowy,980.67,0,Winter,3.5,overcast
12,89,3,91,Cloudy,1018.46,3,Spring,4.5,overcast
31,67,4,19,Sunny,1025.06,5,Summer,7.5,clear
2,67,14,52,Snowy,990.71,0,Winter,1.5,overcast
31,33,8,14,Sunny,1013.31,10,Spring,5.5,clear
18,49,8,96,Sunny,1194.97,11,Spring,15.5,overcast
7,57,11.5,61,Cloudy,1045.59,12,Summer,1.5,overcast
20,76,16.5,68,Rainy,1000.91,2,Autumn,5,overcast
-4,86,12.5,68,Snowy,986.21,1,Winter,2,overcast
17,35,4.5,85,Snowy,1134.21,13,Autumn,9,overcast
63,96,8,79,Sunny,1014.43,9,Summer,12,clear
-3,38,5.5,67,Rainy,874.12,6,Spring,10.5,overcast
35,64,3.5,5,Sunny,1019.68,7,Summer,7.5,clear
10,97,17.5,87,Rainy,1001.01,3,Spring,1.5,overcast
62,105,14.5,84,Rainy,991.01,1,Autumn,3.5,overcast
25,82,9,55,Rainy,1010.1,2,Spring,5,overcast
48,105,15.5,81,Cloudy,1018.38,6,Winter,5,overcast
18,67,7,10,Cloudy,1003.56,2,Winter,7,partly cloudy
11,67,1.5,40,Cloudy,1015.32,1,Spring,8,partly cloudy
-4,96,2.5,66,Snowy,996.08,1,Winter,3.5,overcast
37,66,8,13,Sunny,1017.12,7,Winter,9.5,clear
44,50,8.5,8,Sunny,1010.84,7,Spring,9,clear
29,95,21.5,98,Rainy,1003.27,6,Spring,2.5,overcast
20,58,14,42,Cloudy,1007.02,2,Spring,8,overcast
-9,60,12,75,Snowy,989.71,1,Winter,3.5,overcast
13,70,6,71,Cloudy,1012.66,6,Spring,9.5,overcast
59,81,15,82,Sunny,1019.34,12,Spring,1,clear
-4,54,13,52,Cloudy,1167.29,10,Spring,11.5,cloudy
3,60,4,78,Snowy,992.41,1,Winter,3.5,overcast
29,73,4.5,12,Sunny,884.69,9,Spring,11.5,cloudy
-14,44,8.5,55,Rainy,1198.85,0,Summer,12,partly cloudy
0,62,9,55,Snowy,989.6,1,Winter,2.5,overcast
32,75,5,13,Cloudy,1000.19,4,Winter,7,partly cloudy
38,61,5,10,Sunny,1020.12,5,Winter,8.5,partly cloudy
20,81,8.5,88,Rainy,1019.1,1,Summer,0.5,partly cloudy
30,28,6.5,10,Sunny,1019.73,7,Summer,7.5,clear
29,75,0.5,43,Cloudy,1008,3,Autumn,6,partly cloudy
26,65,5.5,11,Sunny,1028.22,5,Summer,6,partly cloudy
11,67,8,70,Rainy,992.14,3,Summer,3,partly cloudy
1,21,8.5,27,Cloudy,874.59,0,Winter,4,partly cloudy
-14,28,8,14,Rainy,824.37,0,Spring,19.5,partly cloudy
72,83,4,77,Sunny,1023.7,1,Winter,7.5,partly cloudy
25,63,2,70,Sunny,1010.96,6,Summer,12,overcast
34,34,6,4,Sunny,1016.75,7,Autumn,8.5,clear
17,91,5.5,74,Cloudy,1013.94,9,Spring,7.5,overcast
34,78,9.5,21,Cloudy,1006.1,1,Winter,8,partly cloudy
30,27,8,16,Sunny,1028.35,7,Summer,6.5,clear
27,50,4.5,10,Sunny,1012.9,6,Summer,10,partly cloudy
35,59,2,3,Sunny,1026.61,11,Summer,5,clear
17,34,3.5,92,Cloudy,1119.7,4,Summer,4.5,overcast
46,92,5.5,93,Sunny,1011.82,14,Winter,5,partly cloudy
34,102,1,105,Sunny,1013.06,13,Spring,1,partly cloudy
11,66,6,49,Cloudy,1015.45,3,Spring,5,partly cloudy
-4,97,2,69,Snowy,990.56,0,Winter,2,overcast
17,77,19,99,Rainy,1012.55,1,Summer,2,overcast
38,62,2.5,10,Sunny,1023.64,11,Summer,6,clear
24,78,14.5,96,Rainy,996.39,1,Summer,2.5,partly cloudy
21,65,12,15,Cloudy,1019.31,2,Summer,8.5,overcast
17,71,12,47,Cloudy,1015.17,1,Spring,5,partly cloudy
-10,91,9.5,82,Snowy,991.4,11,Winter,1,partly cloudy
26,62,6,20,Cloudy,1017.91,1,Summer,7,overcast
31,74,14,24,Cloudy,1008.74,1,Summer,8,partly cloudy
43,20,6.5,15,Sunny,1023.34,5,Spring,7,clear
-4,56,6,25,Cloudy,1194.1,1,Spring,8,overcast
14,79,11.5,74,Cloudy,1002.5,7,Autumn,7.5,partly cloudy
28,78,16.5,65,Rainy,1015.87,2,Spring,3,partly cloudy
2,78,11.5,59,Snowy,991.02,1,Winter,1.5,overcast
12,78,8.5,83,Rainy,1010.53,1,Summer,4.5,overcast
30,107,5,70,Sunny,1018.29,7,Summer,2,partly cloudy
25,43,5,15,Sunny,1014.66,9,Summer,6.5,partly cloudy
-3,24,11,95,Rainy,954.12,6,Spring,19.5,overcast
6,82,28,91,Snowy,990.96,13,Winter,0.5,overcast
28,64,2.5,17,Cloudy,1013.27,1,Autumn,6,partly cloudy
24,49,6,8,Sunny,1017.22,10,Winter,6,clear
33,55,0,18,Cloudy,1006.11,3,Autumn,7,partly cloudy
22,98,9.5,95,Rainy,1017.2,1,Spring,3.5,partly cloudy
11,78,19,64,Rainy,1018.65,2,Summer,2,overcast
-4,82,8,76,Snowy,999.51,1,Winter,2,overcast
42,65,1.5,9,Sunny,1017.02,11,Autumn,6,clear
5,93,1,77,Snowy,987.36,1,Winter,2,overcast
34,60,11.5,55,Rainy,1018.05,3,Summer,1.5,overcast
22,59,14,24,Cloudy,1013.96,2,Winter,7,partly cloudy
34,64,4.5,3,Sunny,1018.92,9,Spring,7,clear
60,81,21,92,Rainy,1001,13,Autumn,2.5,overcast
26,76,27.5,104,Rainy,1010.9,12,Autumn,5.5,overcast
-7,71,3,85,Snowy,995.55,1,Winter,1.5,overcast
30,87,15.5,70,Rainy,993.64,1,Summer,4,overcast
16,77,14.5,42,Cloudy,1019.1,2,Summer,8,partly cloudy
24,84,17,80,Rainy,1005.96,2,Autumn,4,overcast
14,56,1,22,Cloudy,1001.8,2,Winter,6,partly cloudy
29,57,8.5,0,Sunny,1015.11,7,Autumn,6.5,clear
34,70,4.5,13,Cloudy,1015.61,1,Autumn,8,partly cloudy
43,20,1,3,Sunny,1011.04,5,Autumn,6,clear
14,63,13.5,32,Cloudy,1012.13,1,Winter,5.5,partly cloudy
38,26,8,12,Sunny,1028.86,7,Spring,5.5,partly cloudy
25,22,8,9,Sunny,1016.91,11,Autumn,6,clear
17,74,11,98,Sunny,1025.21,1,Winter,0.5,clear
43,58,1,10,Sunny,1015.65,5,Autumn,9.5,clear
-13,100,22,81,Snowy,993.51,3,Winter,2.5,partly cloudy
32,59,6.5,38,Cloudy,1018.88,1,Winter,9,overcast
34,66,7.5,37,Cloudy,1007.45,3,Spring,7,overcast
15,70,13.5,31,Cloudy,1011.42,4,Summer,6,overcast
27,76,12.5,16,Cloudy,1000.36,2,Autumn,8,partly cloudy
-17,63,3,11,Sunny,1052.77,11,Autumn,4,partly cloudy
33,61,10,84,Rainy,1001.53,0,Winter,4,overcast
22,36,3,4,Sunny,1026.76,10,Spring,7,clear
20,74,5,15,Cloudy,1005.22,1,Autumn,7.5,partly cloudy
53,86,13.5,91,Cloudy,1007.4,2,Spring,3,overcast
31,83,9.5,87,Cloudy,1016.22,12,Summer,4.5,partly cloudy
13,66,12.5,58,Rainy,1007.4,0,Summer,4,partly cloudy
31,94,25,92,Cloudy,1013.64,10,Winter,9,partly cloudy
27,33,14,39,Snowy,1082.13,2,Summer,18,overcast
26,77,2.5,37,Cloudy,1012.44,2,Summer,8,partly cloudy
27,67,8,3,Sunny,1022.07,11,Summer,5,clear
30,64,4,16,Sunny,1016.96,9,Spring,7.5,partly cloudy
33,74,3.5,34,Cloudy,1009.8,1,Winter,7.5,partly cloudy
31,60,9.5,26,Cloudy,1005.45,4,Winter,9,overcast
11,25,1.5,89,Cloudy,1177.12,13,Autumn,7,partly cloudy
15,84,19,70,Rainy,1016.44,3,Summer,3.5,overcast
-3,100,17,77,Snowy,989.35,5,Winter,4,overcast
0,76,12,54,Snowy,993.54,1,Winter,1.5,partly cloudy
0,78,11,58,Snowy,987.61,0,Winter,4.5,overcast
23,90,19,73,Rainy,1003.62,1,Winter,1.5,partly cloudy
-2,98,4,65,Snowy,984.03,1,Winter,1.5,overcast
37,59,7.5,12,Sunny,1010.09,11,Winter,9,clear
44,56,6,11,Sunny,1011.42,5,Autumn,6,clear
30,22,2.5,15,Sunny,1024.91,11,Autumn,6,partly cloudy
-4,89,29.5,103,Snowy,989.59,14,Winter,1.5,overcast
2,69,15.5,67,Snowy,983,1,Winter,1.5,overcast
2,33,7.5,92,Sunny,1123.36,5,Summer,8,cloudy
-8,92,2.5,70,Snowy,988.9,1,Winter,4.5,overcast
6,74,1.5,69,Sunny,1164.08,14,Spring,7.5,cloudy
34,68,7,45,Cloudy,1008.45,3,Spring,8.5,partly cloudy
0,90,4,72,Snowy,988.33,0,Winter,3,overcast
-1,82,21.5,97,Snowy,997.75,5,Winter,3.5,partly cloudy
33,58,7,44,Cloudy,1018.04,3,Winter,5.5,overcast
-7,98,30,86,Snowy,985.11,4,Winter,1,overcast
24,87,38,86,Rainy,1004.15,14,Spring,2.5,partly cloudy
22,32,5,6,Sunny,1014.7,7,Spring,6,partly cloudy
14,94,15,73,Rainy,1010.84,1,Autumn,3.5,overcast
42,66,5,2,Sunny,1014.78,11,Winter,6,clear
35,48,8.5,17,Sunny,1018.37,8,Winter,9.5,clear
-7,99,19.5,51,Snowy,992.7,0,Winter,1.5,overcast
3,89,1.5,56,Snowy,996.99,1,Winter,3,overcast
44,25,7.5,7,Sunny,1012.44,11,Spring,5.5,clear
13,80,1,102,Cloudy,1018.53,4,Autumn,5.5,partly cloudy
42,45,2,19,Sunny,1024.3,9,Summer,9,clear
-6,88,8.5,96,Snowy,992.61,5,Winter,2.5,overcast
21,52,8,44,Cloudy,1006.7,4,Autumn,8.5,partly cloudy
-6,63,7,99,Snowy,998.64,1,Winter,3,overcast
15,87,18.5,85,Rainy,1000.27,2,Winter,4,overcast
7,72,23.5,108,Rainy,1011.5,12,Winter,3,overcast
31,69,3.5,12,Cloudy,1003.66,1,Autumn,7,partly cloudy
17,20,0,55,Cloudy,1064.25,4,Autumn,4,partly cloudy
22,51,1.5,35,Cloudy,1005.28,3,Winter,8.5,overcast
23,52,6,1,Sunny,1028.53,11,Summer,8,partly cloudy
31,82,17,57,Rainy,1006.01,1,Autumn,1.5,overcast
40,69,14.5,32,Cloudy,820.16,0,Autumn,17,partly cloudy
10,71,11.5,39,Cloudy,1013.32,1,Autumn,8.5,partly cloudy
15,98,15,91,Cloudy,1012.91,6,Spring,5,partly cloudy
35,20,4,9,Sunny,1017.27,10,Autumn,7.5,clear
0,69,14,17,Sunny,862.77,3,Autumn,14,cloudy
7,60,2.5,85,Rainy,877.83,2,Spring,7,partly cloudy
4,60,16,77,Snowy,985.44,0,Winter,5,partly cloudy
29,31,6,0,Sunny,1027.93,5,Summer,10,clear
50,106,13.5,84,Sunny,1014.2,8,Autumn,2.5,clear
23,63,6.5,8,Sunny,1019.35,10,Autumn,6.5,clear
12,79,9,48,Cloudy,1015.25,1,Winter,8.5,partly cloudy
-9,99,6,56,Snowy,992.69,1,Winter,4.5,overcast
21,32,1.5,17,Sunny,1025.71,6,Winter,10,clear
26,95,23.5,81,Cloudy,1005.28,8,Winter,7.5,partly cloudy
24,99,16,50,Rainy,992.97,2,Autumn,2.5,partly cloudy
42,64,4,13,Sunny,1027.25,10,Spring,10,clear
32,81,28,95,Cloudy,1001.64,4,Autumn,7,partly cloudy
39,56,3,95,Rainy,1091.51,3,Autumn,15.5,overcast
29,57,4.5,6,Sunny,1014.72,7,Spring,7,partly cloudy
43,45,6,19,Sunny,1022.35,8,Summer,7,clear
5,91,47,108,Rainy,995.03,2,Summer,2.5,partly cloudy
25,99,18.5,75,Rainy,1002.6,3,Spring,1,overcast
11,78,10.5,23,Cloudy,1013.21,2,Summer,7.5,overcast
19,73,10.5,92,Rainy,1007.45,0,Autumn,2.5,overcast
31,66,9,71,Rainy,1006.12,1,Autumn,4,partly cloudy
15,67,11,34,Cloudy,1019.55,1,Autumn,6,partly cloudy
26,66,12,88,Rainy,993.93,1,Spring,1,partly cloudy
49,43,14.5,35,Sunny,1037.61,7,Autumn,15.5,overcast
-2,80,17.5,72,Snowy,986.43,1,Winter,2,overcast
26,54,9.5,43,Cloudy,1001.76,3,Winter,7,overcast
28,100,5,70,Sunny,1017.73,0,Spring,5,clear
32,73,11,106,Cloudy,1006.94,9,Spring,3.5,overcast
31,55,6,18,Cloudy,1014.18,3,Spring,6.5,partly cloudy
11,75,14.5,84,Rainy,1008.39,2,Spring,3.5,overcast
-6,73,14.5,77,Snowy,987.06,0,Winter,3.5,overcast
16,63,16,71,Rainy,993.72,3,Winter,4.5,overcast
22,78,14.5,13,Cloudy,1010.45,1,Winter,8,partly cloudy
18,99,8,95,Rainy,1012.02,2,Spring,3,overcast
20,63,7.5,42,Cloudy,1005.19,1,Spring,8.5,partly cloudy
-1,63,11,78,Snowy,982.75,0,Winter,3.5,overcast
27,78,7,42,Cloudy,1006.6,2,Autumn,7,partly cloudy
9,77,7.5,30,Cloudy,916.2,9,Spring,1.5,cloudy
-1,61,7.5,89,Snowy,994.64,1,Winter,2.5,overcast
-10,97,11.5,64,Snowy,999.81,0,Winter,4,overcast
31,26,9.5,18,Sunny,1013.18,5,Summer,10,clear
25,74,13.5,47,Cloudy,1012.54,1,Autumn,5,overcast
-3,69,6,76,Snowy,996.94,0,Winter,2,overcast
26,62,15.5,85,Rainy,1018.07,0,Winter,3.5,overcast
-9,88,10,90,Snowy,981.42,1,Winter,2,overcast
22,74,4,29,Cloudy,1002.58,1,Summer,7.5,overcast
-5,86,3.5,62,Snowy,983.25,1,Winter,4,overcast
61,87,29,101,Rainy,1002.36,12,Winter,1,overcast
22,55,5,21,Cloudy,1001.54,2,Winter,6.5,partly cloudy
32,31,1.5,1,Sunny,1022.53,10,Summer,6.5,clear
38,103,31.5,72,Cloudy,1007.65,11,Summer,6.5,overcast
22,38,5,15,Sunny,1017.88,6,Spring,7.5,clear
-4,68,14,55,Snowy,985.22,1,Winter,1,overcast
1,70,5,73,Snowy,989.16,1,Winter,2,overcast
12,96,11,73,Rainy,1016.6,0,Winter,1,partly cloudy
-8,79,11.5,76,Snowy,994.69,1,Winter,3.5,overcast
1,90,5,97,Snowy,993.93,3,Winter,0.5,overcast
13,62,12,75,Rainy,993.08,3,Spring,5,overcast
43,39,4,12,Sunny,1028.27,8,Spring,6,partly cloudy
32,79,1.5,36,Cloudy,1011.24,2,Spring,8,partly cloudy
16,64,3,87,Sunny,1109.78,14,Summer,3,partly cloudy
17,67,17,52,Rainy,990.87,1,Summer,3.5,overcast
38,103,33.5,86,Rainy,1005.38,10,Summer,1.5,overcast
10,40,8,55,Rainy,1051.13,8,Winter,16,cloudy
-16,91,16,102,Snowy,999.85,3,Winter,3.5,overcast
27,73,8.5,25,Cloudy,1007.85,2,Autumn,7.5,partly cloudy
-10,67,3.5,66,Snowy,995.96,1,Winter,1.5,overcast
33,71,4,12,Cloudy,1004.19,2,Winter,5.5,partly cloudy
39,48,7.5,19,Sunny,1015.44,9,Winter,6,clear
43,63,4.5,8,Sunny,1023.27,11,Summer,9.5,clear
-5,61,15,79,Snowy,995.6,0,Winter,3.5,overcast
63,89,28,99,Rainy,1007.06,2,Spring,1,partly cloudy
76,70,16.5,102,Sunny,1016.29,10,Summer,6.5,clear
31,66,6,72,Rainy,1006.23,1,Autumn,2.5,overcast
60,97,12,109,Sunny,1020.01,5,Winter,7.5,partly cloudy
41,50,5,0,Sunny,1027.11,9,Autumn,8,clear
33,95,31.5,74,Rainy,1007.9,7,Autumn,5.5,overcast
44,30,0,4,Sunny,1010.13,9,Autumn,6.5,partly cloudy
-8,89,12,65,Snowy,989.19,0,Winter,2,overcast
27,69,13,41,Cloudy,1009.5,2,Spring,7.5,overcast
33,56,9.5,1,Sunny,1011.47,5,Summer,6,clear
-1,91,24.5,100,Snowy,990.98,13,Winter,3.5,overcast
23,56,0.5,18,Cloudy,1019.95,3,Spring,6.5,partly cloudy
25,65,11.5,38,Cloudy,1018,3,Autumn,6.5,partly cloudy
-14,96,27,79,Snowy,981.15,2,Winter,1,partly cloudy
11,79,12,56,Rainy,1004.1,1,Winter,4,overcast
20,50,11.5,43,Cloudy,1013.21,1,Winter,6,partly cloudy
24,87,19.5,68,Rainy,998.14,1,Winter,1,overcast
28,59,5.5,10,Sunny,1013.58,11,Summer,8.5,clear
-5,80,12.5,71,Snowy,981.15,0,Winter,3.5,overcast
20,44,2,17,Sunny,1021.95,7,Spring,5.5,partly cloudy
-2,72,28,89,Snowy,987.03,1,Winter,1.5,overcast
40,26,6.5,4,Sunny,1021.59,6,Spring,9.5,partly cloudy
11,69,13.5,13,Cloudy,1007.53,2,Winter,6,partly cloudy
15,59,6.5,17,Cloudy,1012.81,2,Winter,8.5,partly cloudy
29,64,9,55,Rainy,999.3,2,Winter,3.5,overcast
35,22,4,7,Sunny,1024.64,10,Spring,8.5,clear
30,62,6,17,Sunny,1026.47,6,Autumn,10,partly cloudy
-2,93,12,84,Snowy,988.76,10,Winter,2.5,overcast
17,68,19.5,97,Rainy,1000.21,0,Spring,1,partly cloudy
67,107,2,73,Sunny,1012.98,12,Summer,5.5,clear
28,75,10,48,Cloudy,1006.67,2,Spring,6.5,partly cloudy
-3,76,11.5,72,Snowy,986.06,0,Winter,3.5,overcast
25,69,5.5,24,Cloudy,1006.23,2,Summer,5.5,partly cloudy
21,62,11,80,Sunny,979.58,7,Winter,11.5,cloudy
